-0.8269,0.299999,4.2456e-06,0.0550018
-0.8269,0.299854,0.000428779,0.055182
-0.826899,0.299709,0.000853261,0.0553617
-0.826898,0.299564,0.00127769,0.0555411
-0.826897,0.29942,0.00170206,0.0557199
-0.826895,0.299276,0.00212638,0.0558984
-0.826892,0.299132,0.00255065,0.0560763
-0.82689,0.298988,0.00297486,0.0562539
-0.826886,0.298844,0.00339902,0.056431
-0.826883,0.298701,0.00382312,0.0566076
-0.826879,0.298558,0.00424716,0.0567838
-0.826874,0.298414,0.00467115,0.0569596
-0.826869,0.298272,0.00509507,0.0571349
-0.826864,0.298129,0.00551894,0.0573097
-0.826858,0.297986,0.00594276,0.0574841
-0.826852,0.297844,0.00636651,0.0576581
-0.826846,0.297702,0.0067902,0.0578315
-0.826839,0.29756,0.00721383,0.0580045
-0.826831,0.297418,0.0076374,0.0581771
-0.826823,0.297276,0.00806091,0.0583492
-0.826815,0.297135,0.00848436,0.0585208
-0.826806,0.296993,0.00890775,0.058692
-0.826797,0.296852,0.00933107,0.0588627
-0.826788,0.296711,0.00975433,0.0590329
-0.826778,0.29657,0.0101775,0.0592027
-0.826767,0.29643,0.0106007,0.059372
-0.826757,0.296289,0.0110237,0.0595408
-0.826745,0.296149,0.0114467,0.0597092
-0.826734,0.296009,0.0118697,0.0598771
-0.826722,0.295869,0.0122925,0.0600445
-0.826709,0.295729,0.0127153,0.0602114
-0.826696,0.29559,0.0131381,0.0603778
-0.826683,0.295451,0.0135607,0.0605438
-0.826669,0.295311,0.0139833,0.0607093
-0.826655,0.295172,0.0144059,0.0608743
-0.82664,0.295034,0.0148283,0.0610388
-0.826625,0.294895,0.0152507,0.0612028
-0.82661,0.294756,0.015673,0.0613664
-0.826594,0.294618,0.0160953,0.0615295
-0.826578,0.29448,0.0165175,0.061692
-0.826561,0.294342,0.0169396,0.0618541
-0.826544,0.294204,0.0173616,0.0620157
-0.826526,0.294067,0.0177836,0.0621768
-0.826508,0.293929,0.0182054,0.0623374
-0.82649,0.293792,0.0186273,0.0624975
-0.826471,0.293655,0.019049,0.0626571
-0.826452,0.293518,0.0194707,0.0628162
-0.826432,0.293381,0.0198922,0.0629748
-0.826412,0.293245,0.0203138,0.0631329
-0.826391,0.293108,0.0207352,0.0632906
-0.82637,0.292972,0.0211565,0.0634477
-0.826349,0.292836,0.0215778,0.0636043
-0.826327,0.2927,0.021999,0.0637604
-0.826305,0.292565,0.0224201,0.0639159
-0.826282,0.292429,0.0228412,0.064071
-0.826259,0.292294,0.0232621,0.0642256
-0.826236,0.292159,0.023683,0.0643797
-0.826212,0.292024,0.0241038,0.0645332
-0.826188,0.291889,0.0245245,0.0646862
-0.826163,0.291754,0.0249452,0.0648388
-0.826138,0.29162,0.0253657,0.0649908
-0.826112,0.291486,0.0257862,0.0651422
-0.826086,0.291352,0.0262066,0.0652932
-0.82606,0.291218,0.0266269,0.0654437
-0.826033,0.291084,0.0270471,0.0655936
-0.826006,0.29095,0.0274673,0.065743
-0.825978,0.290817,0.0278873,0.0658919
-0.82595,0.290684,0.0283073,0.0660403
-0.825921,0.290551,0.0287271,0.0661881
-0.825892,0.290418,0.0291469,0.0663354
-0.825863,0.290285,0.0295666,0.0664822
-0.825833,0.290152,0.0299863,0.0666284
-0.825803,0.29002,0.0304058,0.0667742
-0.825772,0.289888,0.0308252,0.0669193
-0.825741,0.289756,0.0312446,0.067064
-0.82571,0.289624,0.0316638,0.0672081
-0.825678,0.289492,0.032083,0.0673517
-0.825646,0.289361,0.0325021,0.0674948
-0.825613,0.289229,0.032921,0.0676373
-0.82558,0.289098,0.0333399,0.0677793
-0.825546,0.288967,0.0337587,0.0679207
-0.825512,0.288836,0.0341774,0.0680616
-0.825478,0.288705,0.0345961,0.068202
-0.825443,0.288575,0.0350146,0.0683418
-0.825408,0.288445,0.035433,0.0684811
-0.825372,0.288314,0.0358513,0.0686198
-0.825336,0.288184,0.0362696,0.068758
-0.8253,0.288054,0.0366877,0.0688956
-0.825263,0.287925,0.0371057,0.0690327
-0.825226,0.287795,0.0375237,0.0691693
-0.825188,0.287666,0.0379415,0.0693052
-0.82515,0.287537,0.0383593,0.0694407
-0.825111,0.287408,0.0387769,0.0695756
-0.825072,0.287279,0.0391945,0.0697099
-0.825033,0.28715,0.0396119,0.0698437
-0.824993,0.287022,0.0400292,0.0699769
-0.824953,0.286893,0.0404465,0.0701096
-0.824912,0.286765,0.0408636,0.0702417
-0.824871,0.286637,0.0412807,0.0703733
-0.82483,0.286509,0.0416976,0.0705042
-0.824788,0.286382,0.0421145,0.0706347
-0.824745,0.286254,0.0425312,0.0707645
-0.824703,0.286127,0.0429478,0.0708939
-0.824659,0.285999,0.0433644,0.0710226
-0.824616,0.285872,0.0437808,0.0711508
-0.824572,0.285746,0.0441971,0.0712784
-0.824527,0.285619,0.0446133,0.0714054
-0.824483,0.285492,0.0450294,0.0715319
-0.824437,0.285366,0.0454454,0.0716578
-0.824392,0.28524,0.0458613,0.0717832
-0.824346,0.285114,0.0462771,0.071908
-0.824299,0.284988,0.0466927,0.0720322
-0.824252,0.284862,0.0471083,0.0721558
-0.824205,0.284736,0.0475238,0.0722788
-0.824157,0.284611,0.0479391,0.0724013
-0.824109,0.284486,0.0483543,0.0725232
-0.824061,0.284361,0.0487695,0.0726446
-0.824012,0.284236,0.0491845,0.0727653
-0.823962,0.284111,0.0495994,0.0728855
-0.823912,0.283986,0.0500142,0.0730051
-0.823862,0.283862,0.0504288,0.0731241
-0.823812,0.283738,0.0508434,0.0732425
-0.82376,0.283614,0.0512578,0.0733604
-0.823709,0.28349,0.0516722,0.0734777
-0.823657,0.283366,0.0520864,0.0735943
-0.823605,0.283242,0.0525005,0.0737104
-0.823552,0.283119,0.0529145,0.073826
-0.823499,0.282995,0.0533284,0.0739409
-0.823445,0.282872,0.0537421,0.0740552
-0.823392,0.282749,0.0541558,0.074169
-0.823337,0.282626,0.0545693,0.0742821
-0.823282,0.282503,0.0549827,0.0743947
-0.823227,0.282381,0.055396,0.0745067
